gene_names,iBAQ_avg
C11orf4,7.184050667
TMEM43,7.183873667
ALDH2,7.183639333
RAD6A,7.183574333
RAB8B,7.183315333
TOP2,7.182358667
DIS3,7.182247333
ATP6V1F,7.181704333
CIAO1,7.180005667
HBXIP,7.179717667
TBCE,7.179648333
GFAT,7.178927667
KIAA0118,7.177772
PFD4,7.176863667
A2D,7.176327667
SEC11A,7.176157333
CGGBP,7.17517
UBA3,7.174789667
IMP4B,7.174789
DG6,7.173738667
EIF4B,7.173374333
HSPC032,7.173264
H1F4,7.172394
CDA02,7.171725667
PRO1512,7.171675
PTK9,7.171421
CHD4,7.171172333
MP44,7.170984
PRP31,7.170958333
MAD2,7.17016
ARD1,7.169909333
IARS2,7.169819333
CMAP,7.169682333
CANPL2,7.169344667
C14orf120,7.168617333
MTA1L1,7.167402
LETM1,7.166659333
SEC61A,7.166009667
CSK,7.165287
MYBBP1A,7.164957333
UQCRH,7.164903
AIM,7.164801
CN2,7.164595
CGI-95,7.164503667
SPT5,7.164482
PDCL3,7.164471
DLST,7.164013333
STAU,7.163969667
THOP1,7.163665667
HRB2,7.162346333
JC7,7.161921333
GP25L2,7.161873333
KIAA0112,7.160974333
LSM6,7.159587
SELD,7.159217667
RPL22L1,7.158935667
POLR2K,7.158728333
COPS3,7.158236
PPP1CB,7.157788333
AIP,7.156395333
FKBP38,7.156332667
C8orf2,7.156107667
DDX19A,7.155876333
GPR69A,7.155723667
ACTN1,7.155477333
NMT,7.155371
BLOCK24,7.155277333
DNAJA3,7.155274667
EXOSC4,7.154277667
METAP2,7.152127333
GRIM12,7.151972333
PYGB,7.151592333
CPSB,7.150816333
FBP11,7.149110333
LGALS1,7.148809333
LONP1,7.148458333
KBP,7.147700333
CDC8,7.145588333
CHERP,7.144382667
SPR,7.143466333
KIAA0886,7.143394333
AGM1,7.141939333
BM-009,7.141833
SCP2,7.140247667
ASYIP,7.139653
ATP6,7.139079
FAM136A,7.138671667
ZNF207,7.137334333
UBE2H,7.136991333
GADD45GIP1,7.136735667
VKORC1L1,7.136531667
DNM2,7.136462667
SMU1,7.136198333
APMAP,7.136024667
CGI-109,7.135974667
HP1BP3,7.135764
ADRM1,7.134872333
FAM195B,7.134502333
EIF4E,7.134364
BCCIP,7.134023667
RING1,7.133616
LP2642,7.132797667
TPR,7.132341
UQCRFS1,7.132203667
TPD52,7.131382333
OSBP,7.130840333
GLS,7.130682
CARHSP1,7.130172667
CD59,7.129376333
DCTN1,7.129288
NDUFV2,7.128529333
HSP27,7.128408
GPAT,7.127811667
C7orf48,7.127014333
CUA002,7.126086667
HRAS1,7.125505667
PSMF1,7.125164667
EIF2B2,7.124929
HUSSY-17,7.124399333
CASM,7.124146
MRPL13,7.123523333
AP3M1,7.123229667
PDE6D,7.121225333
MDS016,7.120984
HSPC144,7.120627
PGP,7.120569
PYCRL,7.120237333
SSSCA1,7.120153667
MEM3,7.120128667
WDR18,7.119431667
FINGER5,7.118481667
CGI-113,7.118054667
GCLM,7.117489
ARL1,7.117197
MRPS17,7.116650333
OXCT,7.116222667
C20orf77,7.11596
FAM152B,7.115914
TMOD3,7.115847
IK,7.115297333
HPRP3,7.115186333
ABCD3,7.114408667
NDUFA12L,7.114000667
HBEBP2BPA,7.112935333
ROD1,7.111315333
MPPB,7.110594667
C6orf211,7.109992
CAPZA2,7.109797
CIR2,7.109034
ELOF1,7.108862
GRSF1,7.108636667
C20orf14,7.108349667
ELAC2,7.107573
E2EPF,7.106763
SEC23B,7.106493
HSPC150,7.106298
PMKI,7.105617
ERK1,7.105433667
AKAP8L,7.103518
ACBD3,7.103502
ADAR,7.103422333
GLT25D1,7.103226333
FKBP10,7.103079
GA11,7.102508667
CG1,7.102251333
C3orf5,7.101878333
NOC2L,7.101828667
ETEA,7.101054667
BET3,7.100052333
HUSSY-29,7.099786667
NFYA,7.099454
C6orf34,7.099288667
GCPL1,7.097808333
CAPC,7.097499
DDX30,7.095177667
UNQ484/PRO983,7.095165333
CGI-135,7.094694333
KIAA0095,7.094232333
HK1,7.094148333
UGDH,7.093561333
CGI-114,7.093108
PTMS,7.092639667
EFG,7.092629333
MASK,7.092488667
HSD14,7.091733667
PKR2,7.091444
MTND3,7.091127333
XPNPEP1,7.091067
ACYP1,7.090071333
EPB41L2,7.089775667
DYNLT1,7.089513667
TCOF1,7.089387333
UQCRQ,7.089259
HSPC182,7.087433667
CSTF3,7.087167667
EXOSC8,7.086053333
AP3D1,7.085880667
SNX6,7.085779333
C16orf80,7.085460667
UQBP,7.085293333
C21LRP,7.085286333
HMBS,7.085139667
ERC55,7.084907
C1orf57,7.084141667
OBTP,7.083377667
HE1,7.082071667
NNT,7.080109
DUSP3,7.079138667
ARL10C,7.078809667
ATP11,7.078562
PDE12,7.077863333
GAMT,7.077855333
KIAA1401,7.077643333
C12orf5,7.077286333
GCN1L1,7.077205667
NDUFB8,7.077184667
HIBCH,7.076975
PRPF38A,7.076723
CARM1,7.076554
C2orf1,7.076383333
HIGD2A,7.075824333
AK3,7.075668333
C17orf49,7.073930667
MRPL55,7.073704667
AP2M1,7.071805
ALDH1A2,7.071630667
HMOX2,7.071378333
CPSF7,7.071343333
TSFM,7.071250333
MTX2,7.070665333
FAM98A,7.068580667
GLO2,7.068358
PRO1677,7.068284333
RPL7L1,7.067955
MRPL44,7.067844667
TPM4,7.066226667
PACSIN2,7.065342333
SCAMP2,7.065205667
NDUFB6,7.064999333
ARF5,7.064159
HSPC235,7.063669667
DKFZp686M24262,7.063539667
MRPS7,7.062890667
CA8,7.061554
CARP1,7.060902333
MSTP134,7.060685333
DCAF7,7.060413
EXOSC9,7.060187333
AAMP,7.059791
TIM23,7.059331
MPI,7.059243333
LASS2,7.058576
NDUFB11,7.058122333
GPX4,7.057195667
CGI-136,7.056303667
AEG1,7.05537
RGS10,7.055184
TRMT1,7.055105333
HR21,7.054647667
HKQ,7.054539667
CAB45,7.054308333
TRX2,7.05417
SKIIP,7.053804667
UTP15,7.052254
AAG8,7.051497333
APEH,7.05144
ECH1,7.050752
DDX23,7.049179333
CYP40,7.048873
AIG6,7.048019667
RABL4,7.047761667
DIAP1,7.047292333
NSFL1C,7.046655333
RNASEH2A,7.0465
IGF2BP2,7.045981667
GCSH,7.04579
TIM10,7.044812
HRIHFB2157,7.043486
MAP1B,7.040558667
CTH,7.038970333
SDH2,7.038228667
HLA-A,7.037012
HSPC017,7.036298
ZFR,7.035177333
NUBP2,7.035174667
BYSL,7.033353333
RRM2,7.033328
C12orf10,7.031701
MSI2,7.031664667
PKR1,7.031226
ATP6D,7.031053667
MAP2K1,7.031033667
KIAA0791,7.029239333
RANBP3,7.028823333
DRG2,7.028729333
BCON3,7.028351333
MRPS5,7.027626333
CGI-102,7.027518667
MAK16,7.026643333
CKAP5,7.026613333
KIAA0094,7.026459333
ISOC2,7.025747333
C7orf39,7.025002
HRSP12,7.024498333
C5orf31,7.024481333
COPS1,7.024416
RALB,7.023444667
PSMD9,7.023263
CHAC2,7.022416
H105E3,7.02228
COX7C,7.021519
CHP,7.020554333
HSPC003,7.020145
SURF4,7.018621667
SRPK1,7.017941667
CGI-128,7.017316
CCBL2,7.017164333
GSK3A,7.016920333
HSPC145,7.016434667
C21orf92,7.015991333
FTSJ3,7.015853
C3orf28,7.015805667
GALK1,7.015509667
PPP2CA,7.015255
POLD2,7.015028
CGI-37,7.014809
UBL5,7.014736
ACOT13,7.014116333
CGI-121,7.013542
BZW2,7.013489667
SUCLG2,7.013466
MRPL45,7.012529667
FNRB,7.012445667
ATP6M,7.012409667
FAIM,7.0124
DRS,7.012097667
CBP20,7.011849
IL1RL1L,7.011383667
HSPC124,7.010077
CNP,7.009901
PUR1,7.009609
CSRP,7.009127
CTBP1,7.008839333
C1orf123,7.008643
CGI-126,7.008446667
P53,7.008389
RFC3,7.007976333
EFP,7.006695333
C15orf63,7.006616667
CUL1,7.006394667
MRPS25,7.005963
HMGN5,7.004527
CPVL,7.004176
QTRTD1,7.004036333
KIAA0152,7.003933
CD9,7.003763333
MRPL14,7.002738
CCDC6,7.002723
CALT,7.002397333
FUT12,7.001350667
GPX1,7.00128
SAMM50,7.000754333
PRRC1,6.999975
HAP3,6.99819
EIF4E2,6.996474
COPS5,6.996419667
ACTB,6.994560333
AGK,6.993172333
GNAI3,6.993097333
IRA1,6.992336667
SEC63,6.992244333
WDR3,6.992198333
SART1,6.991947667
CARS,6.991894
PAIP1,6.990627667
CML28,6.990592
CRMP5,6.990426667
GPD2,6.989989
CGI-118,6.989723
RAB18,6.989719
HTATSF1,6.989680333
199G4,6.989627333
NOMO2,6.989624333
C11orf59,6.989187667
DNASE2,6.987457
MRPL16,6.986906667
MAPRE2,6.986649
CCDC44,6.986640667
ANXA4,6.986129333
DDI2,6.985436667
MCCB,6.984853
C1orf31,6.984848333
VAMP8,6.984509
KIAA0264,6.982440667
C10orf119,6.982152667
MSTP053,6.982056667
SS18,6.981313333
KIAA1321,6.981253
ARL6IP,6.980990333
HSPC262,6.980669667
DIMT1,6.980112
C14orf163,6.978952667
RRAS2,6.978872
KIAA1649,6.978286667
DAP5,6.978157667
C10orf7,6.978121667
APOO,6.976924667
C1orf163,6.976017333
SPAG2,6.974909
C21orf101,6.974878333
ARI,6.97338
P1725,6.973376333
PTP1B,6.973087
FAM98B,6.972856333
DCUN1D5,6.972851667
SNX5,6.972805333
SMAP1,6.972606667
hCG_41008,6.972434
OIP1,6.971434333
RAL,6.971409667
CXorf15,6.971403
STX7,6.970334667
C12orf1,6.969941
GIG38,6.969725667
KLC,6.969518333
LGALS3BP,6.968968
CPSF3,6.966839
GINS4,6.966418
ANX7,6.966344
TPM4,6.966089667
KIAA0332,6.965957
ENAH,6.965833
ENH,6.965635
GAPEX5,6.964498667
HUSSY-07,6.963638667
POLR2E,6.963513
DOHH,6.963433
ARL2,6.963096333
RAD50,6.962265333
SHMT1,6.961580333
ISPK1,6.961484
PES1,6.959977667
HK2,6.959948
GIG4,6.959515
DXS254E,6.958992333
SGT2,6.958612667
PWP1,6.957738667
C11orf3,6.957706667
C4orf9,6.957628
CUL2,6.957481333
EXOSC7,6.956711333
DDX42,6.956552333
PME1,6.95584
PROSC,6.955666667
MRPL43,6.955307
CAPN4,6.954518
RIC8A,6.953222667
NOP17,6.953098
BLMH,6.952997
AD-003,6.952794667
EXOSC10,6.952129
TXLN,6.951683
HNRNPK,6.951127
HSPC007,6.951008333
SDCCAG16,6.950775333
POLA2,6.95064
KIAA0488,6.950098
RNF114,6.949933667
KPNA3,6.949824667
SMAP1L,6.94977
CNOT3,6.949383333
NUP358,6.949182333
PYCR1,6.948938
ACS4,6.948133667
SAZD,6.947145333
USO1,6.945898333
KIAA0079,6.945083
MRPL50,6.944835333
BM-047,6.944297333
BAZ1B,6.943981667
C2orf4,6.943188667
CGI-108,6.943170667
GYS,6.942593
TMEM111,6.942424667
CDABP0131,6.942380667
CORO1B,6.942379667
NPTN,6.941986
RPL10,6.941708667
RPAP3,6.941129
L14,6.940952667
ABI1,6.940837667
EHD4,6.940596
PSME2,6.940025
UBE2G,6.939925667
NXF1,6.939608667
ZYX,6.939233
EXOSC6,6.938289333
CASP3,6.938163667
POLR2D,6.937916667
BM-022,6.937767
SH3PX1,6.937321333
JM4,6.937194333
NDUFB1,6.937133
MRPS14,6.936322333
ARSDR1,6.935997667
GST2,6.935128333
KIAA1897,6.935126333
PNPASE,6.934931
CCDC12,6.934854333
PLS1,6.934577
SNAP25BP,6.934533667
DFRP1,6.933104333
CAPD2,6.933045333
PDXP,6.932938
CRK,6.932760333
C2orf2,6.932758333
MAP1LC3B2,6.931809333
C4orf43,6.930643667
SUCLA2,6.930443
H3.3A,6.929983333
JMJD6,6.929869333
C7orf20,6.92972
CTNND1,6.929255333
FMR1,6.928045
WDR36,6.927667
CBF2,6.927161667
DFFRX,6.926844333
CGI-25,6.926776
NEFA,6.926717667
MRPL40,6.926526333
KIAA0103,6.92588
TPP2,6.925642667
KIAA0851,6.925316
DRAP1,6.925247333
CBX1,6.924930667
IRS4,6.924866667
RBP56,6.924746333
SAP49,6.924680667
TPD52L2,6.924125333
PTMA,6.924069
LASP1,6.923992
ARHGAP1,6.923758
ILKAP,6.923678
COPG2,6.922128333
hCG_2043597,6.921978667
KIAA0061,6.92097
KIAA0035,6.920641333
PURB,6.920323667
EIF2B1,6.920241
D21S2056E,6.918913667
HDGF2,6.918438
UFD1L,6.918306667
C20orf27,6.918180667
XRN2,6.917830333
NHLRC2,6.917567
BAF57,6.917525
MRPL24,6.917140667
C10,6.917117
C1orf19,6.917067
GMDS,6.916814333
ZMAT2,6.916277
C6orf93,6.915913333
KIAA0664,6.915849667
PDCD2L,6.915536333
NOC4L,6.915461333
C6orf108,6.914298333
KIAA1104,6.913375
CD2BP2,6.913236
ATP6G,6.913119
KIAA0190,6.912996667
DCTN22,6.912506667
RAD23A,6.910191667
ACBD7,6.910119667
PBK,6.909113333
KIAA1734,6.907693333
C9orf78,6.907397333
RPC,6.907374
LLH,6.907358667
CYPOR,6.907029333
CGI-03,6.906921667
ANP32B,6.906452
GSK3B,6.906431
NECAP2,6.906225
ABHD14B,6.905507
CTPS2,6.90537
HIBADH,6.904928
SMN,6.904882
IST1,6.904720333
TOP2B,6.904625667
LRP16,6.904156
KIAA1612,6.903912667
ACAA2,6.903771333
P15RS,6.902801667
D7SR,6.902277667
PAP,6.901644333
NME2P1,6.901587667
DAL1,6.899529333
HSPC039,6.898118667
CDIPT,6.897956667
ME2,6.897475667
PTP2C,6.896734
ATPSK1,6.895625667
C7orf14,6.895391667
ACIN1,6.895212333
OXA1L,6.894910333
CGI-139,6.894901667
hCG_40292,6.89434
SA2,6.893629667
AATF,6.89231
NUP75,6.89208
COMMD4,6.891782667
DPM1,6.891111333
DPY30,6.890633667
DXF68S1E,6.889814333
APT1,6.889775667
OK/SW-cl.29,6.889733667
DXS1179E,6.888805667
GSS,6.888613333
UBA5,6.888538667
RAB9,6.888341667
MRPS9,6.887967667
LAMP1,6.887491667
KIAA1291,6.886524667
ZW10,6.886323333
ATP1B,6.885831
TOR1AIP1,6.885089333
AP19,6.885081333
INPP5E,6.884511333
CYB560,6.884489
ALDH10,6.881237667
KIAA0073,6.881146667
HSPC275,6.880319667
SNX1,6.880301333
PICALM,6.879919667
DCAF13,6.879917333
TUBA1C,6.879712667
MDA9,6.879528667
AD-011,6.879347333
ND2,6.879312333
NUC,6.879294
SFRS4,6.878170333
ADD1,6.877910333
APC1,6.877680333
STAT1,6.877553
HSPC071,6.876589333
FERMT2,6.876589
EXP,6.875948667
CPR2,6.875933667
HSP60,6.875924333
hCG_19946,6.875564333
AK3,6.875441
NT5DC2,6.875033667
HMG14,6.872877667
EIF2B4,6.872642333
ERD2.1,6.872332333
NOL10,6.871963667
ENOPH1,6.871773
C9orf99,6.871030333
CDC40,6.870980333
CGI-105,6.870898667
C9orf105,6.870896333
DARS2,6.870808667
PPP2R4,6.87077
DBR1,6.870591
MTHFD1L,6.870139
BRRN,6.869856333
KIAA0104,6.868844
MAC30,6.868459667
FAP48,6.868056333
CGI-86,6.867863
AASDHPPT,6.867644667
BUP,6.867532333
DPP3,6.867159333
HEM2,6.867113333
BCAT1,6.867025667
C19orf13,6.866616
DC37,6.866407
LIN7C,6.864766667
PCMT1,6.863955333
HOYS7,6.86338
HSPC335,6.863250333
LZTFL1,6.863108
C6orf125,6.862328333
DDX54,6.861186
GTF2F1,6.860603
KDELC2,6.860564333
KIAA0156,6.860535
GMFB,6.860376
KLC2,6.859765
ACY1L2,6.859650333
IDE,6.859284667
KIAA0690,6.859037
ADTB3A,6.858609
DDX50,6.858588667
PKN2,6.858279333
CECR5,6.858014333
CD36L2,6.857268
DSP,6.856987667
C1orf6,6.856977667
COX17,6.856745
DCUN1D1,6.856200667
SRP19,6.855605667
ALP,6.855517333
DLP1,6.854954
KREV1,6.854924333
C20orf33,6.854896
LYRM6,6.854871
NPWBP,6.854453
DNAJC2,6.853772667
GEMIN7,6.853263333
ATP6V1H,6.853175333
PTCD3,6.852645667
STRN,6.852593333
TST,6.852550667
STAM,6.850399333
C20orf64,6.850096333
RENT3B,6.849447333
COX7A2L,6.849152667
CRKRS,6.848922
PDDC1,6.848764333
ABP32,6.848346333
RHEB,6.848293333
ARPP19,6.847713333
CYB5R1,6.847269
FLOT1,6.846142333
PRIM1,6.845627667
HBP,6.845364667
MCFD2,6.845129
ACACT,6.845038667
AGFG1,6.844892667
ELP1,6.844884333
BXDC5,6.844326333
HCC2,6.844167333
ART4,6.844077
XPOT,6.842562667
CHCHD4,6.841382
EIF1AD,6.840685
KIAA0410,6.840298667
HSPC075,6.839757667
DXS8237E,6.839508
DDX27,6.839022333
ADTAA,6.839007
ITBA4,6.838658333
HDCMD11P,6.837766
ANAPC12,6.836653333
C20orf126,6.836033667
ECHDC1,6.835941333
hCG_1647154,6.835816333
ASF1A,6.835716333
PAF1,6.835621333
GPR69B,6.835498
CCDC94,6.835044667
IMPA,6.834691333
ADTB1,6.834475667
CPSF30,6.834332
BC2,6.833858667
CANPL1,6.831839667
GNAI1,6.831654333
TTC9C,6.831639667
DCTN5,6.831435333
IPO12,6.830906
ENO2,6.830476
QRICH1,6.829811
HSPC238,6.829692
WDR75,6.82962
MFAP1,6.828279
ARHGAP17,6.827839
C20orf193,6.827290333
ME1,6.826913333
KIAA0745,6.826702333
DDX36,6.826334
PPP2R5D,6.826202
LIMS1,6.825684
MPP6,6.825133
CRBP1,6.825125333
hCG_29955,6.824329333
C7orf50,6.823122667
ARPC5L,6.822936667
KHDRBS3,6.822322333
CPPED1,6.821419
CTPCT,6.821109333
IMOGN38,6.82039
C9orf87,6.819428667
KIAA0255,6.819288333
C9orf158,6.818943333
P4HA,6.818805333
CWC27,6.817885333
GT,6.817632
HSPC272,6.817284333
ATP6C,6.816511333
PWP2,6.816321
CUL4B,6.816066
APACD,6.815166667
HSPC158,6.815035
HCC7,6.814755333
NUP133,6.814237
RBM17,6.814032
KIAA1717,6.813562667
C19orf43,6.813464667
KIAA0090,6.813080333
MMS2,6.812905333
FTL,6.81245
HSBP1,6.811438333
ACAD9,6.810595333
GCA,6.810594667
BAF45D,6.810110667
C14orf129,6.810040333
CGI-142,6.809851333
CDABP0017,6.808121333
ACS3,6.80807
HEXC,6.807661667
RNU3IP2,6.807635667
CALNA,6.807522
MRPL21,6.806170333
UBCH10,6.805978667
CRLZ1,6.80574
DNCLI2,6.804563
HLC6,6.803626667
CGI-122,6.803607667
CDW2,6.803473667
PYM,6.802846
TMSB15A,6.802452333
ANAPC8,6.802433333
TIA1,6.802292
ACADSB,6.802164667
NMD3,6.802123
GCDH,6.802094
GS2NA,6.801808333
GYG,6.801644667
AD024,6.801441
PKACA,6.801350667
GTPBP1,6.800727333
SIMP,6.800544333
GATAD2B,6.80034
AOF2,6.800103667
CTNNA1,6.799273333
GMPPB,6.798500333
BCNT,6.798324333
RBM42,6.797819
PSEC0006,6.795291333
KIAA0567,6.795226667
hCG_2013856,6.795204667
RAB4A,6.794930333
GOLPH3L,6.794292333
NDUFS7,6.793695333
A2MRAP,6.793695333
NET6,6.793404667
EPS15L1,6.793351
ADAR2,6.793277
NAA20,6.792725667
C6orf66,6.792431
SNAP23,6.791573667
CDABP0061,6.791189333
BCAT2,6.79057
ALDH1B1,6.790561667
SNX4,6.789539333
BAT3,6.788813
DLEU8,6.788298333
NUP88,6.787836
LUC7L,6.786924667
My044,6.786923
HCCA3,6.786909333
RAP2B,6.786872
KIAA1547,6.78669
BXDC4,6.786386
SAAL1,6.785971
ARHG,6.784371667
CGI-204,6.784042667
C20orf116,6.783156
SYPL,6.782792333
HSPC338,6.781861667
RBM28,6.781809333
C21orf50,6.781678
LULL1,6.780312
UBA52,6.780022333
PSEC0262,6.779927333
UCK2,6.779536667
RP11-320F15.1,6.7791
TFRC,6.778803667
VPS28,6.778758
NUP54,6.778401333
MKI67,6.777785
ALS2CR1,6.777744667
OSTF1,6.777470667
CLPX,6.777301667
JM26,6.776798667
KIAA0202,6.776189667
OGT,6.775939333
POLR2B,6.775488667
CGI-04,6.775259
GCS1,6.774962333
ASF1B,6.774892333
SYBL1,6.773493333
SFRS12,6.773328
SLC20A3,6.772959333
CAD,6.772764333
AFG3L2,6.770750667
CHMP1,6.770557333
GEMIN6,6.770102333
PAK1IP1,6.769132667
LSF,6.768842667
MTH2,6.768217333
DCP1A,6.768164667
NUDT19,6.768155
MSS4,6.767896333
C12orf29,6.765679333
GNL2,6.765630333
AAAS,6.765474
PHAX,6.764912667
KIAA0906,6.764861333
AAG,6.764534
C14orf112,6.763585
CMAS,6.763270667
GSTK1,6.763235333
DDX52,6.762573667
KIAA0193,6.762301333
C3orf26,6.762088667
AROS,6.761986667
CGI-132,6.761888
APAH1,6.761529667
MAAT1,6.761199333
HRMT1L3,6.760562333
PLD3,6.760130667
KIAA0170,6.760012333
KIAA1101,6.759392
IKBIP,6.759225
ZNF259,6.758935667
PCK2,6.758598667
C14orf172,6.757904333
MYO1B,6.757901333
INA,6.757856667
NELFE,6.757773
XRCC1,6.757756333
KDP,6.757272667
MPHOSPH10,6.756447667
GNS,6.756241667
C8orf55,6.75561
C5orf33,6.755506333
CIAPIN1,6.755472
BRD2,6.755113667
ARF1GAP,6.754381333
CORO7,6.753961333
ALDH6A1,6.753543333
DDX20,6.75268
C20orf37,6.752648
IDI1,6.752348333
RAB1,6.752019667
APS1,6.751830667
AP1G1,6.750996667
FKSG27,6.750934333
HDCMA18P,6.750703
ARFIP1,6.750566
NPAP60L,6.750291333
JAGN1,6.749674
KIAA0007,6.749136333
EXO70,6.748949667
CDKN2C,6.748920333
WDR4,6.748892
C1orf69,6.74851
TUBB4,6.747919333
DCPS,6.747808333
CVAK90,6.747731667
C21orf48,6.747089667
NDUFB5,6.746822
CYFIP1,6.746499
KIAA0529,6.745606
KIAA0398,6.745412
CDK6,6.745002333
HMX3,6.744924333
RFC5,6.744872
NR2C2AP,6.744061667
GINS3,6.744001333
MBS,6.743492667
CDK5,6.743322667
BCG1,6.742894667
IVD,6.742862667
RRAGC,6.742494667
LGMN,6.742106
GGTB,6.741400667
CIRH1A,6.741007
DIABLO,6.740438
GTF2B,6.74027
KIF2,6.740147667
KCP2,6.739111
KIAA0794,6.738734
SUMF2,6.738631333
GPATC5,6.738025
FECH,6.737799667
INO80S,6.737204333
SLC30A7,6.737130667
15-Sep,6.735988
BAP1,6.735471667
C11orf23,6.735166667
LAS1L,6.735063
PPP4R2,6.733957333
CLPB,6.733794
CPT1,6.733052667
NDRG3,6.73301
KIAA0162,6.732648
AASS,6.732474667
C10orf58,6.731802
CGI-83,6.731656667
EED,6.730477667
CPSF100,6.730091667
SCAMP,6.729373
H3FA,6.729114
CAP43,6.728417
MTX,6.728137
C9orf86,6.726645
ILK,6.726598667
TM4SF6,6.726138
C3orf68,6.725487
FLC3A,6.725234667
SPK,6.724931
CD2AP,6.724631333
PRKAG1,6.724430333
HNRNPA3,6.724232333
C3orf6,6.72423
C1orf122,6.723963333
GBE1,6.723925
ARHGEF2,6.723610333
C9orf142,6.722024
MAP3K7IP1,6.721788667
DAN,6.721774
RAB3GAP1,6.721706333
DRIP3,6.721652333
KIAA0185,6.721039
GCHFR,6.720975667
ANAPC7,6.720924667
AWP1,6.720724667
PITPN,6.720291667
CRABP2,6.719996
MAP2K1IP1,6.719994333
RANBP9,6.719841333
C17orf35,6.719627333
DHCR24,6.719547333
MRP63,6.719467
BING4,6.719359
hCG_22882,6.719315667
KIAA1631,6.718213333
BRP44,6.717715333
HPR1,6.717437333
CAF,6.716890667
DYNLT3,6.716614667
BRE1B,6.716203333
OGDH,6.715715333
ORP9,6.715108667
GNAS,6.714268667
ADPRHL2,6.714145333
RSU1,6.714139667
MIG1,6.714079333
PP2CB,6.713232667
GTF2F2,6.713175
TSG101,6.712605667
IGF2R,6.712586667
ASS,6.711539667
TWISTNB,6.711532333
HCGV,6.710563333
CSNK1A1,6.710212
HEATR2,6.709992667
MRL3,6.709151333
NHERF,6.709068667
CAPG,6.708851333
GEMIN5,6.708831
C20orf52,6.708782333
ABS,6.708645333
BLOCK25,6.708075333
BID,6.707969667
NSA1,6.707809
DNTTIP2,6.707565333
SDF2,6.707165333
CAL,6.707094667
HCA56,6.707009667
AYTL2,6.70699
PSMD13,6.706844333
DHRS4,6.70669
SDR4E1,6.706627667
GNL1,6.706468333
CASP,6.705982333
CXorf3,6.705564
CML66,6.70505
ECM29,6.704805333
C15orf15,6.704728667
ADXR,6.704328667
BAIAP2L1,6.702555667
SRPR,6.701799333
CCDC86,6.701242333
MRPL9,6.700595333
CAB39,6.700416667
TM9SF2,6.700318667
CDC36,6.700290333
PRCC,6.700096333
PRPSAP1,6.698672333
IAH1,6.69828
AP3S1,6.696697333
CCDC104,6.696429667
AMPD2,6.696354333
KIAA0204,6.696187333
AD039,6.695652333
KIAA0105,6.695124333
POLR1A,6.694892
FNTA,6.693212667
TSR2,6.692601
MRPL53,6.691869
TUBB2B,6.691401667
SARS2,6.691039
DHRS8,6.690965333
AGPAT1,6.690840333
TIM9,6.690836333
HSPC250,6.690721333
LMAN2L,6.690676667
BRI3BP,6.690020667
AD-005,6.689291
C16orf94,6.689227
ATPSK2,6.688978667
CTBP2,6.688931667
CGI-50,6.687602333
C14orf130,6.686797
POLR2I,6.686784667
AF1P,6.686709667
C8orf33,6.686533667
ARFGAP2,6.686513333
CGI-24,6.685838333
DDX21,6.685834667
TCAB1,6.685826333
RP11-167N5.3-011,6.685747667
KIAA0251,6.685147667
TMEM70,6.68411
C10orf97,6.681934333
COMMD9,6.681027
COPS7A,6.680901
ALDH5A1,6.680875333
GC1,6.680342
ELANH2,6.679443667
NCAPD2,6.679437
PPAN,6.678882
EIF2B5,6.678088
UBXD1,6.677359333
DPC4,6.676985333
C9orf10,6.676778333
ANAPC6,6.676644333
KIAA1499,6.675170333
EPN1,6.674398333
E41P,6.673231333
DCTN4,6.673173667
C1orf35,6.672806667
CDC45L,6.672644667
ACAA,6.672041667
APPL,6.671311333
CAT,6.671002333
AAGAB,6.670856
PPP4,6.670591
PIR,6.669423333
DRS1,6.66863
HEATR3,6.667831333
QTRT1,6.665786
ASH2L,6.665601
DGU,6.665390667
UBLCP1,6.665334667
LGALS3,6.664949667
CGI-33,6.664524
CGI-201,6.663964667
CPSF1,6.663781
C7orf30,6.662982333
FSD1,6.661747333
TBC1D13,6.660995
C16orf2,6.659051
STXBP2,6.657549333
AGTRAP,6.657114
FDFT1,6.655865667
RABGGTA,6.655483667
TUBGCP2,6.655176667
GROS1,6.655129
MTH1,6.654189
KIAA0776,6.653786667
BAT2D1,6.653678333
CGI-115,6.652666333
SRM160,6.652607667
PPP1CC,6.652260333
POLR2G,6.652080333
LIG3,6.651396
STX4,6.651146333
LCB1,6.650448
PKCA,6.650127667
CHCHD8,6.649747667
ALG2,6.649503333
C1orf28,6.649356
NUDT16L1,6.648596
ZNF598,6.648475333
GOLPH6,6.648128667
GEMIN4,6.647732667
EIF1B,6.647544667
AMPK1,6.647052
C16orf61,6.645995667
BAP28,6.645798
PP8985,6.645603
HMG20A,6.645379667
HT004,6.644663333
FTO,6.644547
BRP16,6.644533
DNAJB6,6.64338
ASE1,6.643271667
GIGYF2,6.642486
COBRA1,6.642264333
H1F1,6.640659
DDX10,6.64027
PP7684,6.640161667
SPNR,6.639964667
FGFR1OP,6.639389333
KIAA1715,6.637681
ANX3,6.637653
hCG_38374,6.637306333
ARI2,6.636705667
BAF170,6.636680667
CGI-77,6.635498333
COASY,6.634824333
OCIAD2,6.634627333
NUP107,6.634047333
KIAA0365,6.632765667
DCK,6.632506
C3orf1,6.632409
ELNR1,6.632408667
DNAJC11,6.632198
BET5,6.632103
GRP,6.631594333
